"elementId","source","line","surface","kind","label","ownerComponent","effectiveHandlerEvent","actionType","mappingStatus","mappingConfidence","handlerChain","delegatedCallbacks","usedBySurfaces","routeTargets","apiCalls","resourceOperations","contextResources","prismaModels","contextModels","permissionPolicies","allowedRoles","rowPolicy","scopedRead","loadingState","successState","errorState","confirmationState","browserActions","helperCalls","localMutations","uxStateCandidates"
"route.portfolio.navigation.nguon-luc","app/(app)/portfolio/page.jsx","51","route.portfolio","navigation","Nguồn lực","PortfolioPage","","navigation","classified-local","high","","","","","","","clients | projects | tasks | users","","Client | Project | Task | User","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.portfolio.navigation.projects-p-id","app/(app)/portfolio/page.jsx","88","route.portfolio","navigation","`/projects/${p.id}`","PortfolioPage","","navigation","classified-local","high","","","","","","","clients | projects | tasks | users","","Client | Project | Task | User","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.projects-id.form-control.chua-xep","app/(app)/projects/[id]/page.jsx","106","route.projects-id","form-control","Chưa xếp","TaskRow","onChange","form-control","handler-resolved","high","loadHealth | moveTask","","","","GET /api/projects/*/execution-health | PUT /api/data/tasks/[id]","update:tasks","milestones | phases | projects | tasks | users","Approval | AuditLog | Conversation | Invoice | Lead | Leave | Message | Milestone | Notification | Onboarding | Phase | Project | Quote | RealmChangeEvent | RealmGoldEntry | Rule | Setting | Task | TaskEvent | Team | TimeLog | Transaction | User | VendorBill | Webhook | WorkQueueState","Milestone | Phase | Project | Task | User","explicit-rbac | registry-rbac","ACCOUNTANT | AM | DIRECTOR | HR | LEAD | PM | STAFF","true","false","not-required","not-required","not-required","not-required","","","",""
"route.projects-id.navigation.du-an","app/(app)/projects/[id]/page.jsx","120","route.projects-id","navigation","Dự án /","ProjectDetailPage","","navigation","classified-local","high","","","","","","","milestones | phases | projects | tasks | users","","Milestone | Phase | Project | Task | User","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.projects-id.navigation.mo-bang-cong-viec","app/(app)/projects/[id]/page.jsx","130","route.projects-id","navigation","Mở bảng công việc","ProjectDetailPage","","navigation","classified-local","high","","","","","","","milestones | phases | projects | tasks | users","","Milestone | Phase | Project | Task | User","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.projects-id.action.lam-moi-health","app/(app)/projects/[id]/page.jsx","131","route.projects-id","action","Làm mới health","ProjectDetailPage","onClick","data-action","handler-resolved","high","loadHealth","","","","GET /api/projects/*/execution-health","","milestones | phases | projects | tasks | users","Invoice | Milestone | Phase | Project | Task | TimeLog | User | VendorBill | WorkQueueState","Milestone | Phase | Project | Task | User","explicit-rbac","ACCOUNTANT | LEAD | PM","false","false","not-required","not-required","handled-candidate","not-required","","","",""
"route.projects-id.action.thu-lai","app/(app)/projects/[id]/page.jsx","139","route.projects-id","action","Thử lại","ProjectDetailPage","onClick","data-action","handler-resolved","high","loadHealth","","","","GET /api/projects/*/execution-health","","milestones | phases | projects | tasks | users","Invoice | Milestone | Phase | Project | Task | TimeLog | User | VendorBill | WorkQueueState","Milestone | Phase | Project | Task | User","explicit-rbac","ACCOUNTANT | LEAD | PM","false","false","not-required","not-required","handled-candidate","not-required","","","",""
"route.projects-id.action.them-giai-oan","app/(app)/projects/[id]/page.jsx","233","route.projects-id","action","Thêm giai đoạn","ProjectDetailPage","onClick","local-state","classified-local","high","","","","","","","milestones | phases | projects | tasks | users","","Milestone | Phase | Project | Task | User","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.projects-id.action.setmodal-mode-delphase-row-phase","app/(app)/projects/[id]/page.jsx","240","route.projects-id","action","","ProjectDetailPage","onClick","local-state","classified-local","high","","","","","","","milestones | phases | projects | tasks | users","","Milestone | Phase | Project | Task | User","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.projects.form-control.tim-du-an","app/(app)/projects/page.jsx","63","route.projects","form-control","Tìm dự án…","ProjectsPage","onChange","form-control","classified-local","high","","","","","","","clients | projects | projecttemplates","","Client | Project | ProjectTemplate","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.projects.form-control.tat-ca-trang-thai","app/(app)/projects/page.jsx","64","route.projects","form-control","Tất cả trạng thái","ProjectsPage","onChange","form-control","classified-local","high","","","","","","","clients | projects | projecttemplates","","Client | Project | ProjectTemplate","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.projects.navigation.so-chi-huy","app/(app)/projects/page.jsx","69","route.projects","navigation","Sở chỉ huy","ProjectsPage","","navigation","classified-local","high","","","","","","","clients | projects | projecttemplates","","Client | Project | ProjectTemplate","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.projects.action.them-du-an","app/(app)/projects/page.jsx","70","route.projects","action","Thêm dự án","ProjectsPage","onClick","local-state","classified-local","high","","","","","","","clients | projects | projecttemplates","","Client | Project | ProjectTemplate","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.projects.navigation.projects-p-id","app/(app)/projects/page.jsx","93","route.projects","navigation","`/projects/${p.id}`","ProjectsPage","","navigation","classified-local","high","","","","","","","clients | projects | projecttemplates","","Client | Project | ProjectTemplate","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.projects.action.tai-lieu-drive-notion","app/(app)/projects/page.jsx","109","route.projects","action","Tài liệu (Drive/Notion…)","ProjectsPage","onClick","local-state","classified-local","high","","","","","","","clients | projects | projecttemplates","","Client | Project | ProjectTemplate","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.projects.action.setmodal-mode-edit-row-p","app/(app)/projects/page.jsx","110","route.projects","action","","ProjectsPage","onClick","local-state","classified-local","high","","","","","","","clients | projects | projecttemplates","","Client | Project | ProjectTemplate","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.projects.action.setmodal-mode-del-row-p","app/(app)/projects/page.jsx","111","route.projects","action","","ProjectsPage","onClick","local-state","classified-local","high","","","","","","","clients | projects | projecttemplates","","Client | Project | ProjectTemplate","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.projects.form-control.khong-dung-mau","app/(app)/projects/page.jsx","127","route.projects","form-control","— Không dùng mẫu —","ProjectsPage","onChange","form-control","classified-local","high","","","","","","","clients | projects | projecttemplates","","Client | Project | ProjectTemplate","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.quotes.form-control.tat-ca-trang-thai-nhap-a-gui-chap-nhan-tu-choi","app/(app)/quotes/page.jsx","57","route.quotes","form-control","Tất cả trạng thái / Nháp / Đã gửi / Chấp nhận / Từ chối","QuotesPage","onChange","form-control","classified-local","high","","","","","","","clients | invoices | projects | quotes | services","","Client | Invoice | Project | Quote | Service","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.quotes.action.tao-bao-gia","app/(app)/quotes/page.jsx","63","route.quotes","action","Tạo báo giá","QuotesPage","onClick","local-state","classified-local","high","","","","","","","clients | invoices | projects | quotes | services","","Client | Invoice | Project | Quote | Service","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.quotes.action.chuyen-thanh-hoa-on","app/(app)/quotes/page.jsx","80","route.quotes","action","Chuyển thành hóa đơn","QuotesPage","onClick","local-state","classified-local","high","","","","","","","clients | invoices | projects | quotes | services","","Client | Invoice | Project | Quote | Service","","","false","false","not-required","not-required","not-required","not-required","","","",""
